jid,fips,county_name,state_abbr,project_year,project_type,project_status,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,project_amount,jail_capacity_before,jail_capacity_after
27157001,27157,Wabasha,MN,2010,New Jail,Passed,https://perma.cc/SYQ8-3FEQ,0,0,0,0,0,0,0,21000000,0,72
27167001,27167,Wilkin,MN,2006,New Jail,Passed,https://perma.cc/J478-XUJH,0,0,0,0,0,0,0,,0,21
27169001,27169,Winona,MN,2017,New Jail,Passed,https://perma.cc/YP6P-BPJG,https://perma.cc/T8RQ-LMRY,https://perma.cc/2YNU-SUHJ,0,0,0,0,0,28000000,83,78
27171001,27171,Wright,MN,2009,New Jail,Passed,https://perma.cc/6XAW-F6YF,0,0,0,0,0,0,0,,0,288
27173001,27173,Yellow Medicine,MN,2002,New Jail,Passed,https://perma.cc/476J-W4MS,0,0,0,0,0,0,0,,0,40
27173001,27173,Yellow Medicine,MN,2006,Jail Expansion,Failed,https://perma.cc/476J-W4MS,0,0,0,0,0,0,0,,40,60
28001001,28001,Adams,MS,2021,New Jail,Failed,https://perma.cc/Z2Q5-JQWK,0,0,0,0,0,0,0,,0,
28001001,28001,Adams,MS,2022,New Jail,Failed,https://perma.cc/3QPN-4X9R,https://perma.cc/9GGQ-FAY6,https://perma.cc/D9XX-4RYZ,0,0,0,0,0,18000000,0,
28017001,28017,Chickasaw,MS,2007,New Jail,Passed,https://perma.cc/6WCZ-6W6B,https://perma.cc/RQ2C-FMCJ,0,0,0,0,0,0,7400000,148,448
28021001,28021,Claiborne,MS,2007,New Jail,Failed,https://perma.cc/BEP5-2Z3A,0,0,0,0,0,0,0,,60,
28029001,28029,Copiah,MS,2008,New Jail,Failed,https://perma.cc/8C52-GJ5L,https://perma.cc/L2BR-Y3PV,0,0,0,0,0,0,,0,
28033001,28033,DeSoto,MS,2012,New Jail,Passed,https://perma.cc/UC7F-DNB6,0,0,0,0,0,0,0,13850000,0,300
28033001,28033,DeSoto,MS,2014,Jail Expansion,Passed,https://perma.cc/8DMJ-X7KV,https://perma.cc/PMM9-4SMF,0,0,0,0,0,0,8500000,300,572
28045001,28045,Hancock,MS,2012,New Jail,Passed,https://perma.cc/CSR3-UDT2,0,0,0,0,0,0,0,38000000,0,303
28047003,28047,Harrison,MS,2009,Jail Expansion,Failed,https://perma.cc/N4XJ-VFXS,https://perma.cc/Z8DL-HWLJ,0,0,0,0,0,0,22000000,760,1260
28049001,28049,Hinds,MS,2009,New Jail,Failed,https://perma.cc/S2RS-P99K,https://perma.cc/5WF4-GZHG,https://perma.cc/5URW-VEKL,https://perma.cc/GQD3-EAMD,0,0,0,0,11000000,0,550
28049001,28049,Hinds,MS,2022,New Jail,Pending,https://perma.cc/F42J-SCK2,0,0,0,0,0,0,0,35000000,0,200
28057001,28057,Itawamba,MS,2022,New Jail,Passed,https://perma.cc/7XGF-N6HZ,https://perma.cc/5K5J-NDPQ,0,0,0,0,0,0,11000000,32,154
28059001,28059,Jackson,MS,2015,New Jail,Passed,https://perma.cc/Q9Z7-XXWN,https://perma.cc/C5E6-KYAR,https://perma.cc/MW3M-N62C,0,0,0,0,0,27100000,427,752
28065001,28065,Jefferson Davis,MS,2022,New Jail,Passed,https://perma.cc/F8TG-QM59,https://perma.cc/YC9R-M2TE,0,0,0,0,0,0,6800000,0,52
28069001,28069,Kemper,MS,2007,Jail Expansion,Passed,https://perma.cc/7Y6N-KFMN,https://perma.cc/BP6V-FZYX,0,0,0,0,0,0,,392,467
28071001,28071,Lafayette,MS,2021,Jail Expansion,Passed,https://perma.cc/98H2-8RC6,0,0,0,0,0,0,0,,,
28073001,28073,Lamar,MS,2019,Jail Expansion,Pending,https://perma.cc/34NM-XPRA,0,0,0,0,0,0,0,,164,274
28075001,28075,Lauderdale,MS,2017,New Jail,Failed,https://perma.cc/248R-8RG6,https://perma.cc/CEQ3-JY7A,0,0,0,0,0,0,,290,500
28081001,28081,Lee,MS,2013,New Jail,Failed,https://perma.cc/6SXY-6684,0,0,0,0,0,0,0,19000000,202,600
28081001,28081,Lee,MS,2021,New Jail,Failed,https://perma.cc/4WEC-WQR9,https://perma.cc/F2KM-2CER,https://perma.cc/KG6T-AYL6,https://perma.cc/Y4UD-BZXJ,0,0,0,0,51000000,202,600
28083002,28083,Leflore,MS,2002,New Jail,Passed,https://perma.cc/QS78-GRSK,https://perma.cc/D3BH-356Z,https://perma.cc/8N75-E7R6,https://perma.cc/MB6A-EFFF,0,0,0,0,4400000,0,238
28089001,28089,Madison,MS,2002,Jail Expansion,Passed,https://perma.cc/656Q-AHLP,https://perma.cc/NY7Y-53ZV,0,0,0,0,0,0,,382,526
28089001,28089,Madison,MS,2008,Jail Expansion,Failed,https://perma.cc/NY7Y-53ZV,0,0,0,0,0,0,0,19500000,526,735
28091001,28091,Marion,MS,2008,Jail Expansion,Passed,https://perma.cc/4UB2-F7MK,https://perma.cc/6V4H-FLGD,0,0,0,0,0,0,3000000,170,280
28095001,28095,Monroe,MS,2003,New Jail,Passed,https://perma.cc/CZF3-XNU9,0,0,0,0,0,0,0,4000000,60,160
28099001,28099,Neshoba,MS,2022,Jail Expansion,Pending,https://perma.cc/T2DJ-LHSM,0,0,0,0,0,0,0,,66,
28103001,28103,Noxubee,MS,2016,New Jail,Passed,https://perma.cc/E9WF-DY2Z,https://perma.cc/8XQQ-LAWH,0,0,0,0,0,0,,20,36
28105001,28105,Oktibbeha,MS,2020,New Jail,Pending,https://perma.cc/AVJ6-93Y7,https://perma.cc/2BTA-2J53,0,0,0,0,0,0,,82,
28109001,28109,Pearl River,MS,2004,New Jail,Passed,https://perma.cc/W5ZV-CPMT,0,0,0,0,0,0,0,9200000,0,418
28113002,28113,Pike,MS,2021,New Jail,Pending,https://perma.cc/74S7-G7X4,https://perma.cc/7M66-HMLF,https://perma.cc/KYH4-LXFN,0,0,0,0,0,10000000,0,40
28115001,28115,Pontotoc,MS,2007,Jail Expansion,Passed,https://perma.cc/KQ45-NFMK,0,0,0,0,0,0,0,4500000,,
28117001,28117,Prentiss,MS,2017,Jail Expansion,Failed,https://perma.cc/G8WD-VWDD,https://perma.cc/FKN4-4B25,https://perma.cc/45SL-N3QA,0,0,0,0,0,,70,
28121001,28121,Rankin,MS,2020,Jail Expansion,Passed,Rankin County Sheriff's Office: 601-825-1480,https://perma.cc/HNH8-YC4G,0,0,0,0,0,0,3000000,500,680
28131001,28131,Stone,MS,2010,Jail Expansion,Passed,https://perma.cc/74T9-NHSF,0,0,0,0,0,0,0,160000,,
28141001,28141,Tishomingo,MS,2010,New Jail,Passed,https://perma.cc/GTM3-9PU2,https://perma.cc/JKH7-GN3J,0,0,0,0,0,0,4600000,0,
28147001,28147,Walthall,MS,2013,New Jail,Passed,https://perma.cc/F2DX-AJKV,0,0,0,0,0,0,0,2700000,0,68
28149001,28149,Warren,MS,2008,New Jail,Failed,https://perma.cc/JJ5R-9EMM,https://perma.cc/5WVK-DM2U,https://perma.cc/FHM2-ERAN,0,0,0,0,0,18000000,128,300
28149001,28149,Warren,MS,2022,New Jail,Pending,https://perma.cc/JQ3F-UULH,https://co.warren.ms.us/announcements/warren-county-jail-construction-rfp/,https://perma.cc/PQ2U-YH4M,0,0,0,0,0,,92,275
28155001,28155,Webster,MS,2021,New Jail,Pending,https://perma.cc/U9MB-JASC,https://perma.cc/D7LL-8C55,0,0,0,0,0,0,3200000,0,30
28161001,28161,Yalobusha,MS,2007,New Jail,Failed,https://perma.cc/RJN3-TV5R,https://perma.cc/WB5Y-8KNZ,0,0,0,0,0,0,,24,
28161001,28161,Yalobusha,MS,2009,New Jail,Failed,https://perma.cc/RJN3-TV5R,0,0,0,0,0,0,0,2500000,24,56
28161001,28161,Yalobusha,MS,2015,New Jail,Passed,https://perma.cc/4FJM-P5RC,https://perma.cc/UMA6-RFH8,0,0,0,0,0,0,2100000,24,61
28163001,28163,Yazoo,MS,2007,New Jail,Passed,https://perma.cc/PDQ8-C2WE,https://perma.cc/E3A6-GZZS,0,0,0,0,0,0,,0,450
29001001,29001,Adair,MO,2002,New Jail,Passed,https://perma.cc/YNW5-PXCL,https://perma.cc/PM4E-FL8D,0,0,0,0,0,0,,0,64
29009002,29009,Barry,MO,2022,New Jail,Pending,0,https://perma.cc/M9RT-58GD,0,0,0,0,0,0,10000000,0,
29011001,29011,Barton,MO,2020,New Jail,Failed,https://perma.cc/E9EK-D5YV,https://perma.cc/UVK8-4ZRG,0,0,0,0,0,0,,0,65
29013001,29013,Bates,MO,2019,Jail Expansion,Passed,https://perma.cc/CD82-WA54,https://perma.cc/N9XV-QS9C,0,0,0,0,0,0,6100000,116,195
29015001,29015,Benton,MO,2016,New Jail,Failed,https://perma.cc/E4MM-V2WZ,0,0,0,0,0,0,0,12500000,24,80
29015001,29015,Benton,MO,2018,New Jail,Passed,https://perma.cc/E4MM-V2WZ,0,0,0,0,0,0,0,10000000,24,80
29027002,29027,Callaway,MO,2019,New Jail,Passed,https://perma.cc/4QF9-9S6S,https://perma.cc/N7R3-GEZB,0,0,0,0,0,0,19000000,74,152
29031002,29031,Cape Girardeau,MO,2002,Jail Expansion,Passed,https://perma.cc/DY2S-SE2P,0,0,0,0,0,0,0,,,218
29031002,29031,Cape Girardeau,MO,2022,Jail Expansion,Pending,https://perma.cc/DY2S-SE2P,https://perma.cc/W5MP-LF3C,0,0,0,0,0,0,49000000,218,510
29037001,29037,Cass,MO,2003,New Jail,Passed,https://perma.cc/6VPK-8NS7,0,0,0,0,0,0,0,,0,136
29037001,29037,Cass,MO,2019,Jail Expansion,Passed,https://perma.cc/6VPK-8NS7,0,0,0,0,0,0,0,,136,198
29061001,29061,Daviess,MO,2005,New Jail,Passed,https://perma.cc/97QD-BF6Mhttps://perma.cc/97QD-BF6M,https://perma.cc/K87M-EB5Qhttps://perma.cc/K87M-EB5Q,0,0,0,0,0,0,3500000,0,301
29065001,29065,Dent,MO,2017,New Jail,Passed,https://perma.cc/RE5B-UGS7,https://perma.cc/NW94-LAB9,0,0,0,0,0,0,12890000,21,84
29067001,29067,Douglas,MO,2009,New Jail,Failed,https://perma.cc/82DM-M7YY,0,0,0,0,0,0,0,,26,
29067001,29067,Douglas,MO,2018,New Jail,Passed,https://perma.cc/82DM-M7YY,0,0,0,0,0,0,0,5500000,26,52
29069002,29069,Dunklin,MO,2006,New Jail,Passed,https://perma.cc/7SD8-KG9S,0,0,0,0,0,0,0,9500000,40,175
29071002,29071,Franklin,MO,2018,Jail Expansion,Passed,https://perma.cc/E8A2-EGR6,https://perma.cc/VDD7-TEGG,https://perma.cc/UB42-9SBX,0,0,0,0,0,30500000,130,306
29077001,29077,Greene,MO,2017,New Jail,Passed,https://perma.cc/B35A-C57Lhttps://perma.cc/E8TK-YLKA,https://perma.cc/E8TK-YLKAhttps://perma.cc/62K5-TTKA,0,0,0,0,0,0,127000000,991,1242
29077001,29077,Greene,MO,2020,Jail Expansion,Passed,https://perma.cc/M8TJ-R2JY,https://perma.cc/E8TK-YLKA,0,0,0,0,0,0,6300000,709,991
29079001,29079,Grundy,MO,2008,New Jail,Passed,https://perma.cc/SNT3-FKVV,https://perma.cc/QJ5Y-FR4G,0,0,0,0,0,0,5000000,16,28
29081001,29081,Harrison,MO,2003,New Jail,Passed,https://perma.cc/QXX2-7UHW,https://perma.cc/4DXJ-SEGW,https://perma.cc/2GNX-MW2L,0,0,0,0,0,1600000,0,42
29083001,29083,Henry,MO,2010,New Jail,Passed,https://perma.cc/9KNJ-SSUB,0,0,0,0,0,0,0,,0,112
29091001,29091,Howell,MO,2021,New Jail,Pending,https://perma.cc/2YLW-PTKR,https://perma.cc/LKF2-VXTZ,0,0,0,0,0,0,,0,
29095001,29095,Jackson,MO,2020,New Jail,Passed,https://perma.cc/7DBC-VSUK,https://perma.cc/ML5V-Z9TZ,https://perma.cc/76RQ-GRAW,https://www.kansascity.com/news/politics-government/article274166815.html,0,0,0,0,300000000,760,1000
29097002,29097,Jasper,MO,2021,Jail Expansion,Passed,https://perma.cc/3BD6-5XQF,0,0,0,0,0,0,0,13000000,183,318
29099001,29099,Jefferson,MO,2008,Jail Expansion,Passed,https://perma.cc/43WX-5V95,0,0,0,0,0,0,0,,116,334
29099001,29099,Jefferson,MO,2021,New Jail,Pending,https://perma.cc/CP7P-Y6PF,https://perma.cc/4HCF-CZH5,0,0,0,0,0,0,,334,
29101001,29101,Johnson,MO,2022,Jail Expansion,Passed,https://perma.cc/JWF8-7C33,https://perma.cc/3M4T-K7MW,0,0,0,0,0,0,208000,200,230
29107001,29107,Lafayette,MO,2005,New Jail,Passed,https://perma.cc/U9J9-GVK8,https://perma.cc/RWJ6-CKRC,0,0,0,0,0,0,,0,126
29109001,29109,Lawrence,MO,2021,New Jail,Passed,https://perma.cc/FL2J-763Q,https://perma.cc/RP7A-EZTL,0,0,0,0,0,0,22000000,52,120
29119001,29119,McDonald,MO,2018,Jail Expansion,Passed,https://perma.cc/EU5Z-KH3V,https://perma.cc/73F6-XSUD,0,0,0,0,0,0,2100000,32,64
29121001,29121,Macon,MO,2014,New Jail,Passed,https://perma.cc/8ZTD-2S32,https://perma.cc/PN5S-CUJV,https://perma.cc/22N7-EQHS,0,0,0,0,0,9000000,0,45
29135001,29135,Moniteau,MO,2012,New Jail,Passed,https://perma.cc/6UJD-V4TM,https://perma.cc/NG4S-AXGP,https://perma.cc/B2PW-N6Q4,0,0,0,0,0,5450000,16,42
29145001,29145,Newton,MO,2010,Jail Expansion,Failed,https://perma.cc/P6VP-3QKE,https://perma.cc/7GTC-UFRC,0,0,0,0,0,0,3500000,80,130
29157001,29157,Perry,MO,2021,Jail Expansion,Pending,https://perma.cc/XVT2-LQG3,https://perma.cc/B79J-ZHSD,0,0,0,0,0,0,15000000,16,
29161002,29161,Phelps,MO,2019,Jail Expansion,Passed,https://perma.cc/9SLT-J6MX,https://perma.cc/L68T-D9E7,https://perma.cc/6TMF-7MDH,https://perma.cc/G5N6-E95B,https://perma.cc/55HK-RTTY,0,0,0,2100000,137,200
29161002,29161,Phelps,MO,2022,Jail Expansion,Passed,https://perma.cc/G56V-Y3EH,0,0,0,0,0,0,0,13000000,200,350
29165001,29165,Platte,MO,2014,Jail Expansion,Failed,https://perma.cc/TQM3-3BN8,0,0,0,0,0,0,0,21000000,180,315
29165001,29165,Platte,MO,2019,Jail Expansion,Failed,https://perma.cc/A5NQ-7RX2,https://perma.cc/5NV7-AHRC,0,0,0,0,0,0,65000000,180,380
29165001,29165,Platte,MO,2022,Jail Expansion,Pending,https://www.kansascity.com/news/local/article260395867.html,https://perma.cc/LZ3P-JFDW,https://perma.cc/NKX4-UXTB,0,0,0,0,0,,180,
29169001,29169,Pulaski,MO,2016,New Jail,Passed,https://perma.cc/KX7W-Q89P,https://perma.cc/AJ98-GGC6,0,0,0,0,0,0,14500000,56,150
29177001,29177,Ray,MO,2021,New Jail,Pending,https://perma.cc/PD7J-HCVU,0,0,0,0,0,0,0,11500000,0,100
29183001,29183,St. Charles,MO,2009,Jail Expansion,Passed,https://perma.cc/LUY6-ZMQH,https://perma.cc/25L2-LH25,0,0,0,0,0,0,,300,592
29183001,29183,St. Charles,MO,2022,Jail Expansion,Pending,https://perma.cc/9G9C-GXMM,https://perma.cc/2FSD-QLAP,0,0,0,0,0,0,57250000,516,688
29186001,29186,Ste. Genevieve,MO,2012,Jail Expansion,Passed,https://perma.cc/7XN5-6377,https://perma.cc/VAL7-XXBY,0,0,0,0,0,0,6500000,125,200
29187001,29187,St. Francois,MO,2022,Jail Expansion,Pending,https://perma.cc/6KSM-8J82,https://perma.cc/SDG5-FMR9,https://perma.cc/M9A8-APW5,0,0,0,0,0,,,
29201002,29201,Scott,MO,2003,New Jail,Passed,https://perma.cc/6FNU-STF4,0,0,0,0,0,0,0,4845000,48,120
29207002,29207,Stoddard,MO,2022,New Jail,Passed,https://perma.cc/7RUE-WMQZ,0,0,0,0,0,0,0,10000000,0,42
29213002,29213,Taney,MO,2008,New Jail,Passed,https://perma.cc/U7HR-DSWQ,https://perma.cc/H4JG-FALC,0,0,0,0,0,0,27000000,0,268
29215001,29215,Texas,MO,2008,New Jail,Passed,https://perma.cc/9TSX-SHNC,0,0,0,0,0,0,0,12305000,0,72
29217002,29217,Vernon,MO,2002,New Jail,Failed,https://perma.cc/H5HC-JS7C,0,0,0,0,0,0,0,,0,
29217002,29217,Vernon,MO,2003,New Jail,Failed,https://perma.cc/H5HC-JS7C,0,0,0,0,0,0,0,,0,
29217002,29217,Vernon,MO,2008,New Jail,Passed,https://perma.cc/H5HC-JS7C,https://perma.cc/D2DF-YBUM,0,0,0,0,0,0,10300000,0,
29221002,29221,Washington,MO,2018,Jail Expansion,Failed,https://perma.cc/8EQ8-325U,0,0,0,0,0,0,0,38000000,700,1300
29225001,29225,Webster,MO,2014,New Jail,Passed,https://perma.cc/UBE4-A4ES,0,0,0,0,0,0,0,18600000,0,116
29229001,29229,Wright,MO,2017,Jail Expansion,Passed,https://perma.cc/XF86-2ZLT,https://perma.cc/S74U-LEXG,0,0,0,0,0,0,7000000,,
29510001,29510,St. Louis (city),MO,2002,New Jail,Passed,https://perma.cc/9MR5-3ZF9,https://perma.cc/HRG2-4XZ6,0,0,0,0,0,0,80000000,0,860
30003001,30003,Big Horn,MT,2016,Jail Expansion,Failed,https://perma.cc/NA3E-RW2K,https://perma.cc/82QJ-NDYU,https://perma.cc/3JQ4-WWT8,0,0,0,0,0,6600000,34,
30003001,30003,Big Horn,MT,2018,Jail Expansion,Failed,https://perma.cc/C8DN-WLPT,https://perma.cc/3JQ4-WWT8,0,0,0,0,0,0,12300000,34,96
30007001,30007,Broadwater,MT,2004,New Jail,Passed,https://perma.cc/4XZ3-483Lhttps://perma.cc/4XZ3-483L,https://perma.cc/5TAX-EAHKhttps://perma.cc/5TAX-EAHK,0,0,0,0,0,0,12000000,0,46
30013001,30013,Cascade,MT,2021,Jail Expansion,Passed,https://perma.cc/Q8EX-ELE7,https://perma.cc/6ZJT-HH63,0,0,0,0,0,0,,372,372
30017002,30017,Custer,MT,2013,New Jail,Passed,https://perma.cc/MB68-NLJN,https://perma.cc/7YEE-3FAH,https://perma.cc/RR4V-JWC2,https://perma.cc/XZJ4-NJ4Z,https://vimeo.com/515486923?embedded=true&source=vimeo_logo&owner=62535169,0,0,0,7500000,0,28
30021002,30021,Dawson,MT,2014,Jail Expansion,Failed,https://perma.cc/T76B-SK72https://perma.cc/T76B-SK72,https://perma.cc/6BQP-6UBChttps://perma.cc/6BQP-6UBC,https://perma.cc/T9MM-Y6EMhttps://perma.cc/T9MM-Y6EM,0,0,0,0,0,9000000,24,
30029001,30029,Flathead,MT,2015,New Jail,Failed,https://perma.cc/T76B-SK72,https://perma.cc/KQX3-P39L,https://perma.cc/7UAB-LU7K,0,0,0,0,0,,63,163
30029001,30029,Flathead,MT,2017,Jail Expansion,Passed,https://perma.cc/Z9NX-YCQF,https://perma.cc/2B86-RCQT,https://perma.cc/XTW6-L8RT,https://perma.cc/K67A-6ZEK,0,0,0,0,1300000,60,154
30029001,30029,Flathead,MT,2020,New Jail,Pending,https://perma.cc/3KHP-6W4R,https://perma.cc/DQ4P-QEGH,https://perma.cc/WHB7-KHKY,0,0,0,0,0,73000000,154,260
30031002,30031,Gallatin,MT,2011,New Jail,Passed,https://perma.cc/73XG-SYSLhttps://perma.cc/73XG-SYSL,0,0,0,0,0,0,0,32000000,39,160
30047001,30047,Lake,MT,2020,Jail Expansion,Failed,https://perma.cc/XH2M-F5XF,https://perma.cc/33MR-EUGC,https://perma.cc/QNJ4-7TXK,0,0,0,0,0,15000000,50,107
30047001,30047,Lake,MT,2022,Jail Expansion,Pending,https://perma.cc/7GZJ-DPA3,0,0,0,0,0,0,0,,50,
30049002,30049,Lewis and Clark,MT,2014,New Jail,Failed,https://perma.cc/T76B-SK72,https://perma.cc/Y9PX-Y8MG,0,0,0,0,0,0,39860000,0,244
30049002,30049,Lewis and Clark,MT,2017,Jail Expansion,Passed,https://perma.cc/8Y6V-TZST,0,0,0,0,0,0,0,8300000.000000001,80,156
30053002,30053,Lincoln,MT,2005,Jail Expansion,Failed,https://perma.cc/NSY7-94N3,0,0,0,0,0,0,0,1000000,26,41
30053002,30053,Lincoln,MT,2017,Jail Expansion,Pending,https://perma.cc/D83C-6LBP,https://perma.cc/NQV4-378U,https://perma.cc/9MTT-ZC8X,0,0,0,0,0,,29,70
30085001,30085,Roosevelt,MT,2014,New Jail,Passed,https://perma.cc/T76B-SK72,https://perma.cc/36KB-KNSC,https://perma.cc/K8NA-GYZB,0,0,0,0,0,12000000,100,60
30093001,30093,Silver Bow,MT,2004,New Jail,Passed,https://perma.cc/G8PG-5TDD,https://perma.cc/V36C-JYEA,0,0,0,0,0,0,2230000,0,72
30105001,30105,Valley,MT,2011,New Jail,Passed,https://perma.cc/X4R7-4WCA,0,0,0,0,0,0,0,3500000,0,24
30111002,30111,Yellowstone,MT,2015,New Jail,Failed,https://perma.cc/T76B-SK72https://perma.cc/T76B-SK72https://perma.cc/T76B-SK72,0,0,0,0,0,0,0,7000000,286,386
30111002,30111,Yellowstone,MT,2017,Jail Expansion,Passed,https://perma.cc/JH7H-F9EYhttps://perma.cc/JH7H-F9EYhttps://perma.cc/JH7H-F9EY,https://perma.cc/T8SV-YAUChttps://perma.cc/T8SV-YAUChttps://perma.cc/T8SV-YAUC,0,0,0,0,0,0,15500000,286,434
31001002,31001,Adams,NE,2022,New Jail,Passed,https://perma.cc/83W7-U3VF,https://perma.cc/MZJ8-4WEU,0,0,0,0,0,0,38000000,40,150
31003001,31003,Antelope,NE,2015,New Jail,Passed,https://perma.cc/4FCD-B2AM,https://perma.cc/EAS8-38AX,0,0,0,0,0,0,5100000,11,30
31019001,31019,Buffalo,NE,2008,New Jail,Passed,https://perma.cc/N3LG-T6ZZ,0,0,0,0,0,0,0,24500000,76,201
31023001,31023,Butler,NE,2011,New Jail,Passed,https://perma.cc/2KC9-S4EM,Called sheriff’s office on 06/14/2022 @ 3:13 PM [Angie] to obtain bed count information,https://perma.cc/KR4Q-KWU8,0,0,0,0,0,2700000,0,28
31025002,31025,Cass,NE,2002,New Jail,Passed,https://perma.cc/F56M-FF8T,https://perma.cc/5M6X-5YSK,https://perma.cc/29FB-TY7H,0,0,0,0,0,9950000,0,110
31041001,31041,Custer,NE,2021,New Jail,Pending,https://perma.cc/BTQ5-N8JE,0,0,0,0,0,0,0,5000000,0,
31043002,31043,Dakota,NE,2006,New Jail,Passed,https://perma.cc/6B4N-8K2Q,0,0,0,0,0,0,0,7000000,0,136
31043002,31043,Dakota,NE,2022,Jail Expansion,Pending,https://perma.cc/P8XK-N6AN,https://perma.cc/26D8-WRBE,https://perma.cc/BP5V-LMBS,0,0,0,0,0,12400000,136,248
31051001,31051,Dixon,NE,2021,New Jail,Pending,0,0,0,0,0,0,0,0,20000000,12,
31067001,31067,Gage,NE,2009,Jail Expansion,Failed,https://perma.cc/9BLJ-HBND,https://perma.cc/F6QP-63DN,0,https://perma.cc/LJR6-BBK8,0,0,0,0,11400000,31,
31079001,31079,Hall,NE,2004,New Jail,Failed,https://perma.cc/WL9N-JAPE,https://perma.cc/2UMW-AAJY,0,0,0,0,0,0,29800000,0,335
31095001,31095,Jefferson,NE,2008,Jail Expansion,Passed,https://perma.cc/A6J6-DA25,Called sheriff’s office (06/16/2022 @ 4:30 PM) to confirm that the bed count is not the same though her guess was 26 beds,0,0,0,0,0,0,8560000,14,46
31109002,31109,Lancaster,NE,2008,New Jail,Failed,https://perma.cc/Q84K-RR5G,https://perma.cc/B6DN-4XX4,0,0,0,0,0,0,65000000,0,667
31109002,31109,Lancaster,NE,2009,New Jail,Passed,https://perma.cc/UB6H-M54W,https://perma.cc/ZLS3-6SBF,0,0,0,0,0,0,65000000,237,779
31109002,31109,Lancaster,NE,2020,Jail Expansion,Pending,https://perma.cc/A6EZ-XJT8,https://perma.cc/RM64-FGCM,0,0,0,0,0,0,65000000,779,1000
31111002,31111,Lincoln,NE,2008,New Jail,Passed,https://perma.cc/Y9X4-5S54https://perma.cc/Y9X4-5S54,https://perma.cc/YFJ9-GNPDhttps://perma.cc/YFJ9-GNPD,0,0,0,0,0,0,15200000,0,163
31111002,31111,Lincoln,NE,2021,Jail Expansion,Passed,https://perma.cc/7L9H-AW34https://perma.cc/7L9H-AW34,0,0,0,0,0,0,0,4500000,163,221
31127001,31127,Nemaha,NE,2008,New Jail,Failed,https://perma.cc/MC7T-E9ZL,0,0,0,0,0,0,0,,0,
31137002,31137,Phelps,NE,2004,New Jail,Passed,https://perma.cc/T8GV-H2K5,https://perma.cc/H57Y-3D5U,0,0,0,0,0,0,5200000,16,51
31141001,31141,Platte,NE,2003,New Jail,Passed,https://perma.cc/A2KH-PWHV,https://perma.cc/3LEN-VCAM,0,0,0,0,0,0,7180000,27,144
31145001,31145,Red Willow,NE,2006,New Jail,Failed,https://perma.cc/2XTH-R9SU,https://perma.cc/6K4J-23XU,0,0,0,0,0,0,7500000,0,
31145001,31145,Red Willow,NE,2011,New Jail,Passed,https://perma.cc/J2JW-REDK,https://perma.cc/87J4-Z2AB,0,0,0,0,0,0,5400000,0,24
31145001,31145,Red Willow,NE,2014,New Jail,Passed,https://perma.cc/72YC-98GR,https://perma.cc/A6MY-5GAG,https://perma.cc/84CQ-UVWA,0,0,0,0,0,5100000,16,24
31145001,31145,Red Willow,NE,2021,Jail Expansion,Pending,https://perma.cc/4EML-86VV,https://perma.cc/A6MY-5GAG,https://perma.cc/72YC-98GR,0,0,0,0,0,,30,
31147001,31147,Richardson,NE,2016,New Jail,Passed,https://perma.cc/769B-F6WK,0,0,0,0,0,0,0,4000000,0,24
31147001,31147,Richardson,NE,2022,Jail Expansion,Pending,https://perma.cc/KD48-2C4P,0,0,0,0,0,0,0,6000000,24,64
31151002,31151,Saline,NE,2002,Jail Expansion,Passed,https://perma.cc/AD2T-NXXP,0,0,0,0,0,0,0,5000000,6,49
31151002,31151,Saline,NE,2007,Jail Expansion,Passed,https://perma.cc/TNE2-QGPT,0,0,0,0,0,0,0,,48,89
31153002,31153,Sarpy,NE,2002,Jail Expansion,Failed,https://perma.cc/4Y4R-4HLK,0,0,0,0,0,0,0,15500000,148,308
31153002,31153,Sarpy,NE,2021,New Jail,Passed,https://perma.cc/QHX8-SJRB,https://perma.cc/3SB6-K9A9,0,0,0,0,0,0,69400000,148,360
31155001,31155,Saunders,NE,2009,New Jail,Passed,https://perma.cc/S79F-E35G,0,0,0,0,0,0,0,12900000,16,152
31157002,31157,Scotts Bluff,IA,2007,New Jail,Passed,https://perma.cc/AD7N-P7QGhttps://perma.cc/AD7N-P7QG,0,0,0,0,0,0,0,15200000,0,184
31157002,31157,Scotts Bluff,IA,2018,Jail Expansion,Passed,https://perma.cc/J7KQ-M4TVhttps://perma.cc/J7KQ-M4TV,https://perma.cc/VG2K-GQA9https://perma.cc/VG2K-GQA9,https://perma.cc/8LL6-9CWMhttps://perma.cc/8LL6-9CWM,0,0,0,0,0,4380000,184,255
31159002,31159,Seward,NE,2017,New Jail,Passed,https://perma.cc/9AGU-LBNA,0,0,0,0,0,0,0,15700000,0,60
31173001,31173,Thurston,NE,2017,New Jail,Passed,https://perma.cc/6RSL-Y68U,0,0,0,0,0,0,0,5900000,25,34
31177001,31177,Washington,NE,2021,Jail Expansion,Passed,https://perma.cc/QMX9-E7FBhttps://perma.cc/QMX9-E7FB,0,0,0,0,0,0,0,24500000,15,120
32001002,32001,Churchill,NV,2017,Jail Expansion,Passed,https://perma.cc/57B4-8D9N,https://perma.cc/M5G9-SGFS,0,0,0,0,0,0,17300000,53,120
